Gemeindeschlüsselnummer;Gemeindename;€/m²
73355002028;Neuhemsbach;5,28
73355002048;Waldleiningen;5,23
73355002205;Sembach;6,58
73355008016;Hütschenhausen;6,98
73355008020;Kottweiler-Schwanden;6,7
73355008030;Niedermohr;6,66
73355008038;Ramstein-Miesenbach, Stadt;7,18
73355008044;Steinwenden;6,59
73355009005;Erzenhausen;7,09
73355009006;Eulenbis;6,71
73355009019;Kollweiler;6,6
73355009024;Mackenbach;7,61
73355009040;Rodenbach (Landkreis Kaiserslautern);6,92
73355009043;Schwedelbach;7,01
73355009049;Weilerbach;7,02
73355009501;Reichenbach-Steegen;6,36
73355010009;Frankelbach;6,28
73355010013;Heiligenmoschel;5,67
73355010014;Hirschhorn/ Pfalz;5,6
73355010017;Katzweiler;5,9
73355010025;Mehlbach;5,91
73355010029;Niederkirchen;4,8
73355010033;Olsbrücken;5,36
73355010034;Otterbach;6,7
73355010035;Otterberg, Stadt;6,3
73355010041;Schallodenbach;5,6
73355010042;Schneckenhausen;5,66
73355010046;Sulzbachtal;5,16
73355011002;Bann;6,49
73355011012;Hauptstuhl;6,55
73355011018;Kindsbach;6,69
73355011021;Krickenbach;6,14
73355011022;Landstuhl, Sickingenstadt, Stadt;6,71
73355011023;Linden;5,81
73355011027;Mittelbrunn;5,89
73355011031;Oberarnbach;6,98
73355011037;Queidersbach;6,61
73355011045;Stelzenberg;5,96
73355011047;Trippstadt;6,14
73355011204;Schopp;5,8
73365008001;Adenbach;4,79
73365008005;Aschbach;4,67
73365008012;Buborn;7,31
73365008013;Cronenberg;4,18
73365008014;Deimberg;4,3
73365008019;Einöllen;4,45
73365008023;Eßweiler;4,67
73365008029;Ginsweiler;4,11
73365008030;Glanbrücken;4,44
73365008033;Grumbach;4,06
73365008035;Hausweiler;
73365008036;Hefersweiler;4,51
73365008038;Heinzenhausen;5,11
73365008040;Herren-Sulzbach;3,73
73365008042;Hinzweiler;6,04
73365008043;Hohenöllen;3,64
73365008044;Homberg;5,42
73365008045;Hoppstädten;4,59
73365008048;Jettenbach;5,98
73365008049;Kappeln;4,14
73365008050;Kirrweiler;4,63
73365008053;Kreimbach-Kaulbach;5,18
73365008057;Langweiler;3,24
73365008058;Lauterecken, Stadt;4,95
73365008060;Lohnweiler;4,7
73365008061;Medard;4,59
73365008062;Merzweiler;4,6
73365008065;Nerzweiler;3,94
73365008069;Nußbach;4,46
73365008072;Oberweiler im Tal;4,06
73365008073;Oberweiler-Tiefenbach;4,94
73365008074;Odenbach;4,54
73365008075;Offenbach-Hundheim;5,14
73365008085;Reipoltskirchen;3,98
73365008086;Relsberg;6,12
73365008087;Rothselberg;6,2
73365008090;Rutsweiler an der Lauter;4,91
73365008095;Sankt Julian;4,28
73365008100;Unterjeckenbach;
73365008104;Wiesweiler;3,63
73365008105;Wolfstein, Stadt;4,95
73365009004;Altenkirchen;4,62
73365009008;Börsborn;5,22
73365009010;Breitenbach;4,81
73365009011;Brücken (Pfalz);5,68
73365009016;Dittweiler;5,46
73365009017;Dunzweiler;5,03
73365009027;Frohnhofen;4,69
73365009031;Glan-Münchweiler;6,68
73365009032;Gries;5,86
73365009037;Henschtal;6,55
73365009041;Herschweiler-Pettersheim;5,26
73365009047;Hüffler;5,12
73365009054;Krottelbach;4,8
73365009056;Langenbach;5
73365009064;Nanzdietschweiler;5,94
73365009076;Ohmbach;5,12
73365009082;Rehweiler;6,83
73365009092;Schönenberg-Kübelberg;6,25
73365009096;Steinbach am Glan;6,28
73365009101;Wahnwegen;5,43
73365009102;Waldmohr, Stadt;6,11
73365009107;Matzenbach;6,16
73365009501;Quirnbach/ Pfalz;6,61
73365010002;Albessen;4,67
73365010003;Altenglan;5,67
73365010006;Blaubach;5,48
73365010009;Bosenbach;5,14
73365010015;Dennweiler-Frohnbach;4,59
73365010018;Ehweiler;4,65
73365010021;Elzweiler;4,94
73365010022;Erdesbach;5,3
73365010024;Etschberg;5,29
73365010025;Föckelberg;6,07
73365010034;Haschbach am Remigiusberg;4,96
73365010039;Herchweiler;4,6
73365010046;Horschbach;4,13
73365010051;Körborn;5,38
73365010052;Konken;5,48
73365010055;Kusel, Stadt;5,38
73365010066;Neunkirchen am Potzberg;6,03
73365010067;Niederalben;4,63
73365010068;Niederstaufenbach;6,24
73365010070;Oberalben;3,96
73365010071;Oberstaufenbach;6,87
73365010077;Pfeffelbach;4,73
73365010079;Rammelsbach;4,61
73365010081;Rathsweiler;4,55
73365010084;Reichweiler;5,38
73365010088;Ruthweiler;5,93
73365010089;Rutsweiler am Glan;5,02
73365010091;Schellweiler;4,88
73365010094;Selchenbach;4,23
73365010097;Thallichtenberg;5,57
73365010098;Theisbergstegen;5,19
73365010099;Ulmet;4,17
73365010103;Welchweiler;4,35
73365010106;Bedesbach;5,16
73375001001;Albersweiler;5,97
73375001017;Dernbach (Landkreis Südliche Weinstraße);6,18
73375001024;Eußerthal;6,41
73375001033;Gossersweiler-Stein;5,27
73375001054;Münchweiler am Klingbach;4,74
73375001064;Ramberg;5,94
73375001067;Rinnthal;5,9
73375001074;Silz (Landkreis Südliche Weinstraße);5,25
73375001078;Völkersweiler;5,69
73375001080;Waldhambach;5,87
73375001081;Waldrohrbach;6,1
73375001083;Wernersberg;5,48
73375001501;Annweiler am Trifels, Stadt;6,13
73375002005;Bad Bergzabern, Stadt;6,94
73375002006;Barbelroth;6,03
73375002008;Birkenhördt;5,6
73375002013;Böllenborn;6,12
73375002018;Dierbach;5,16
73375002019;Dörrenbach;6,11
73375002029;Gleiszellen-Gleishorbach;6,38
73375002037;Hergersweiler;6,32
73375002045;Kapellen-Drusweiler;6,38
73375002046;Kapsweyer;5,11
73375002049;Klingenmünster;6,3
73375002055;Niederhorbach;5,22
73375002056;Niederotterbach;5,42
73375002058;Oberhausen (Landkreis Südliche Weinstraße);5,53
73375002059;Oberotterbach;5,87
73375002060;Oberschlettenbach;5,17
73375002062;Pleisweiler-Oberhofen;6,15
73375002071;Schweigen-Rechtenbach;6,36
73375002072;Schweighofen;4,35
73375002076;Steinfeld (Landkreis Südliche Weinstraße);5,9
73375002079;Vorderweidenthal;5,25
73375003002;Altdorf (Landkreis Südliche Weinstraße);6,27
73375003011;Böbingen;6,24
73375003015;Burrweiler;6,48
73375003020;Edenkoben, Stadt;6,99
73375003021;Edesheim;6,5
73375003025;Flemlingen;5,41
73375003027;Freimersheim (Pfalz);6,36
73375003028;Gleisweiler;6,85
73375003032;Gommersheim;6,16
73375003035;Großfischlingen;7,13
73375003036;Hainfeld;6,19
73375003048;Kleinfischlingen;6,48
73375003066;Rhodt unter Rietburg;7,05
73375003069;Roschbach;6,74
73375003077;Venningen;5,72
73375003084;Weyher in der Pfalz;6,31
73375004038;Herxheim bei Landau/ Pfalz;6,83
73375004039;Herxheimweyher;6,06
73375004044;Insheim;6,39
73375004068;Rohrbach (Landkreis Südliche Weinstraße);6,61
73375005007;Billigheim-Ingenheim;6,45
73375005009;Birkweiler;6,59
73375005012;Böchingen;6,13
73375005022;Eschbach (Landkreis Südliche Weinstraße);6,75
73375005026;Frankweiler;6,46
73375005031;Göcklingen;6,14
73375005040;Heuchelheim-Klingen;5,92
73375005042;Ilbesheim bei Landau in der Pfalz;6,37
73375005043;Impflingen;6,91
73375005050;Knöringen;6,1
73375005051;Leinsweiler;6,34
73375005065;Ranschbach;5,96
73375005073;Siebeldingen;6,81
73375005082;Walsheim;6,04
73375006047;Kirrweiler (Pfalz);6,28
73375006052;Maikammer;6,89
73375006070;Sankt Martin;6,54
73375007014;Bornheim (Landkreis Südliche Weinstraße);7,06
73375007023;Essingen (Landkreis Südliche Weinstraße);6,64
73375007041;Hochstadt (Pfalz);6,83
73375007061;Offenbach an der Queich;6,59
73380004004;Bobenheim-Roxheim;6,58
73380005005;Böhl-Iggelheim;6,72
73380017017;Limburgerhof;7,35
73380019019;Mutterstadt;6,93
73380025025;Schifferstadt, Stadt;7,04
73385001006;Dannstadt-Schauernheim;6,6
73385001014;Hochdorf-Assenheim;6,29
73385001022;Rödersheim-Gronau;6,3
73385004003;Birkenheide;6,95
73385004008;Fußgönheim;6,2
73385004018;Maxdorf;7,08
73385006002;Beindersheim;6,76
73385006009;Großniedesheim;6,29
73385006012;Heßheim;6,84
73385006013;Heuchelheim bei Frankenthal;6,15
73385006015;Kleinniedesheim;6,18
73385006016;Lambsheim;7,01
73385007007;Dudenhofen;7,03
73385007010;Hanhofen;7,05
73385007011;Harthausen;6,79
73385007023;Römerberg;7,29
73385008001;Altrip;7,18
73385008020;Neuhofen;6,74
73385008021;Otterstadt;6,74
73385008026;Waldsee;6,78
73390005005;Bingen am Rhein, Stadt;7,34
73390009009;Budenheim;7,97
73390030030;Ingelheim am Rhein, Stadt;8,16
73395001003;Bacharach, Stadt;5,3
73395001007;Breitscheid (Landkreis Mainz-Bingen);4,85
73395001036;Manubach;5,19
73395001038;Münster-Sarmsheim;7,04
73395001040;Niederheimbach;5,74
73395001044;Oberdiebach;5,62
73395001045;Oberheimbach;4,9
73395001058;Trechtingshausen;5,87
73395001062;Waldalgesheim;6,57
73395001063;Weiler bei Bingen;6,46
73395002006;Bodenheim;8,52
73395002020;Gau-Bischofsheim;7,54
73395002026;Harxheim;8,3
73395002034;Lörzweiler;7,44
73395002039;Nackenheim;8,15
73395003001;Appenheim;7,15
73395003008;Bubenheim (Landkreis Mainz-Bingen);6,81
73395003016;Engelstadt;6,54
73395003019;Gau-Algesheim, Stadt;7,6
73395003041;Nieder-Hilbersheim;5,96
73395003046;Ober-Hilbersheim;6,42
73395003048;Ockenheim;7,23
73395003051;Schwabenheim an der Selz;7,1
73395006017;Essenheim;8,17
73395006031;Jugenheim in Rheinhessen;7,12
73395006032;Klein-Winternheim;8,62
73395006042;Nieder-Olm, Stadt;8,49
73395006047;Ober-Olm;8,21
73395006054;Sörgenloch;7,62
73395006057;Stadecken-Elsheim;7,49
73395006067;Zornheim;7,97
73395007010;Dalheim;6,76
73395007011;Dexheim;6,85
73395007012;Dienheim;7,68
73395007013;Dolgesheim;5,64
73395007015;Eimsheim;5,65
73395007018;Friesenheim (Landkreis Mainz-Bingen);6,27
73395007024;Guntersblum;6,89
73395007025;Hahnheim;6,91
73395007028;Hillesheim;5,69
73395007033;Köngernheim;6,94
73395007035;Ludwigshöhe;6,75
73395007037;Mommenheim;7,53
73395007043;Nierstein, Stadt;7,92
73395007049;Oppenheim, Stadt;7,53
73395007053;Selzen;7,52
73395007059;Uelversheim;6,27
73395007060;Undenheim;7,05
73395007064;Weinolsheim;6,62
73395007066;Wintersheim;4,39
73395007201;Dorn-Dürkheim;5,8
73395008002;Aspisheim;6,04
73395008004;Badenheim;6,1
73395008021;Gensingen;6,72
73395008022;Grolsheim;6,76
73395008029;Horrweiler;6,84
73395008050;Sankt Johann (Landkreis Mainz-Bingen);5,58
73395008056;Sprendlingen;6,4
73395008065;Welgesheim;5,83
73395008068;Zotzenheim;5,97
73395008202;Wolfsheim;6,39
73405001001;Bobenthal;4,88
73405001002;Busenberg;5,02
73405001004;Dahn, Stadt;5,5
73405001009;Erfweiler;4,91
73405001010;Erlenbach bei Dahn;5,15
73405001011;Fischbach bei Dahn;4,64
73405001021;Hirschthal;3,46
73405001029;Ludwigswinkel;4,29
73405001033;Niederschlettenbach;3,98
73405001034;Nothweiler;3,29
73405001039;Rumbach;4,46
73405001043;Schindhard;4,56
73405001045;Schönau (Pfalz);4,13
73405001501;Bruchweiler-Bärenbach;4,54
73405001502;Bundenthal;5,15
73405002005;Darstein;5,05
73405002006;Dimbach;3,93
73405002014;Hauenstein;5,35
73405002020;Hinterweidenthal;5,41
73405002030;Lug;4,68
73405002047;Schwanheim;5,09
73405002049;Spirkelbach;5,15
73405002057;Wilgartswiesen;5,51
73405003008;Eppenbrunn;3,86
73405003019;Hilst;3,55
73405003026;Kröppen;3,8
73405003028;Lemberg;4,78
73405003036;Obersimten;4,46
73405003040;Ruppertsweiler;5,85
73405003048;Schweix;3,83
73405003052;Trulben;3,84
73405003053;Vinningen;4,34
73405003205;Bottenbach;4,24
73405004003;Clausen;4,79
73405004007;Donsieders;4,82
73405004027;Leimen;4,67
73405004031;Merzalben;4,46
73405004032;Münchweiler an der Rodalb;4,96
73405004038;Rodalben, Stadt;4,94
73405006012;Geiselberg;5,26
73405006015;Heltersberg;4,89
73405006016;Hermersberg;5,66
73405006022;Höheinöd;4,92
73405006025;Horbach (Landkreis Südwestpfalz);5,51
73405006044;Schmalenberg;5,46
73405006050;Steinalben;6,83
73405006054;Waldfischbach-Burgalben;4,94
73405008201;Althornbach;4,53
73405008202;Battweiler;4,69
73405008203;Bechhofen;5,52
73405008206;Contwig;5,16
73405008207;Dellfeld;4,49
73405008208;Dietrichingen;4,32
73405008209;Großbundenbach;4,17
73405008210;Großsteinhausen;4,2
73405008211;Hornbach, Stadt;5,27
73405008212;Käshofen;5,63
73405008213;Kleinbundenbach;5,06
73405008214;Kleinsteinhausen;4,27
73405008218;Mauschbach;4,91
73405008221;Riedelberg;3,69
73405008223;Rosenkopf;4,38
73405008226;Walshausen;5,06
73405008227;Wiesbach;4,94
73405009017;Herschberg;5,18
73405009018;Hettenhausen;5,29
73405009023;Höheischweiler;4,62
73405009024;Höhfröschen;4,9
73405009035;Nünschweiler;4,63
73405009037;Petersberg;4,45
73405009041;Saalstadt;4,93
73405009042;Schauerberg;5,78
73405009051;Thaleischweiler-Fröschen;4,58
73405009055;Weselberg;6,27
73405009204;Biedershausen;4,92
73405009215;Knopp-Labach;6,79
73405009216;Krähenberg;4,76
73405009217;Maßweiler;4,52
73405009219;Obernheim-Kirchenarnbach;5,62
73405009220;Reifenberg;4,71
73405009222;Rieschweiler-Mühlbach;4,63
73405009224;Schmitshausen;5,26
73405009225;Wallhalben;5,53
73405009228;Winterbach (Pfalz);4,43
81110000000;Stuttgart, Landeshauptstadt;10,39
81150003003;Böblingen, Stadt;9,69
81150028028;Leonberg, Stadt;9,65
81150029029;Magstadt;8,76
81150041041;Renningen, Stadt;9,42
81150042042;Rutesheim, Stadt;8,84
81150044044;Schönaich;9,11
81150045045;Sindelfingen, Stadt;8,91
81150050050;Weil der Stadt, Stadt;8,6
81150051051;Weil im Schönbuch;8,71
81150052052;Weissach;8,67
81155001001;Aidlingen;8,5
81155001054;Grafenau;8,81
81155002013;Ehningen;9,11
81155002015;Gärtringen;9,15
81155003010;Deckenpfronn;8
81155003021;Herrenberg, Stadt;8,9
81155003037;Nufringen;9,56
81155004002;Altdorf (Landkreis Böblingen);9,17
81155004022;Hildrizhausen;8,29
81155004024;Holzgerlingen, Stadt;9,6
81155005004;Bondorf;8,25
81155005016;Gäufelden;8,07
81155005034;Mötzingen;7,71
81155005053;Jettingen;7,84
81155006046;Steinenbronn;8,95
81155006048;Waldenbuch, Stadt;8,73
81160015015;Denkendorf (Landkreis Esslingen);8,67
81160019019;Esslingen am Neckar, Stadt;9,12
81160047047;Neuhausen auf den Fildern;9,03
81160072072;Wernau (Neckar), Stadt;8,49
81160076076;Aichwald;8,15
81160077077;Filderstadt, Stadt;9,37
81160078078;Leinfelden-Echterdingen, Stadt;10
81160080080;Ostfildern, Stadt;9,34
81160081081;Aichtal, Stadt;8,49
81165001016;Dettingen unter Teck;8,46
81165001033;Kirchheim unter Teck, Stadt;8,54
81165001048;Notzingen;7,83
81165002018;Erkenbrechtsweiler;7,23
81165002054;Owen, Stadt;7,48
81165002079;Lenningen;6,91
81165003005;Altdorf (Landkreis Esslingen);8,12
81165003006;Altenriet;8,23
81165003008;Bempflingen;8,02
81165003041;Neckartailfingen;8,16
81165003042;Neckartenzlingen;8,07
81165003063;Schlaitdorf;8,77
81165004011;Beuren (Landkreis Esslingen);8,49
81165004036;Kohlberg;7,48
81165004046;Neuffen, Stadt;8,27
81165005020;Frickenhausen;7,88
81165005022;Großbettlingen;10,97
81165005049;Nürtingen, Stadt;8,46
81165005050;Oberboihingen;8,64
81165005068;Unterensingen;8,25
81165005073;Wolfschlugen;8,5
81165006004;Altbach;8,96
81165006014;Deizisau;8,7
81165006056;Plochingen, Stadt;8,72
81165007007;Baltmannsweiler;7,72
81165007027;Hochdorf (Landkreis Esslingen);8,64
81165007037;Lichtenwald;7,8
81165007058;Reichenbach an der Fils;8,21
81165008012;Bissingen an der Teck;7,73
81165008029;Holzmaden;7,99
81165008043;Neidlingen;6,97
81165008053;Ohmden;7,69
81165008070;Weilheim an der Teck, Stadt;7,69
81165009035;Köngen;8,25
81165009071;Wendlingen am Neckar, Stadt;8,48
81170010010;Böhmenkirch;5,58
81175001006;Bad Ditzenbach;7,13
81175001014;Deggingen;6,55
81175002018;Ebersbach an der Fils, Stadt;7,85
81175002044;Schlierbach;7,35
81175003019;Eislingen/Fils, Stadt;7,76
81175003037;Ottenbach;6,61
81175003042;Salach;7,15
81175004007;Bad Überkingen;6,77
81175004024;Geislingen an der Steige, Stadt;6,77
81175004033;Kuchen;6,9
81175005026;Göppingen, Stadt;7,51
81175005043;Schlat;7,09
81175005053;Wäschenbeuren;6,97
81175005055;Wangen;7,27
81175006015;Donzdorf, Stadt;7,03
81175006025;Gingen an der Fils;7,07
81175006049;Süßen, Stadt;7,27
81175006061;Lauterstein, Stadt;6,02
81175007016;Drackenstein;5,02
81175007028;Gruibingen;6,66
81175007031;Hohenstadt;6,98
81175007035;Mühlhausen im Täle;6,19
81175007058;Wiesensteig, Stadt;6,1
81175008001;Adelberg;7,07
81175008009;Birenbach;7,05
81175008011;Börtlingen;6,4
81175008038;Rechberghausen;7,44
81175009002;Aichelberg;7,72
81175009012;Bad Boll;7,22
81175009017;Dürnau (Landkreis Göppingen);7,17
81175009023;Gammelshausen;6,76
81175009029;Hattenhofen (Landkreis Göppingen);7,18
81175009060;Zell unter Aichelberg;7,36
81175010003;Albershausen;7,4
81175010051;Uhingen, Stadt;7,66
81175011020;Eschenbach;6,98
81175011030;Heiningen (Landkreis Göppingen);7,04
81180003003;Asperg, Stadt;9,17
81180011011;Ditzingen, Stadt;9,1
81180019019;Gerlingen, Stadt;10,03
81180021021;Großbottwar, Stadt;7,55
81180046046;Kornwestheim, Stadt;9,28
81180048048;Ludwigsburg, Stadt;9,38
81180050050;Markgröningen, Stadt;8,47
81180051051;Möglingen;8,87
81180060060;Oberstenfeld;7,42
81180076076;Sachsenheim, Stadt;8,29
81180080080;Korntal-Münchingen, Stadt;9,16
81180081081;Remseck am Neckar, Stadt;8,85
81185001007;Besigheim, Stadt;8,47
81185001016;Freudental;7,75
81185001018;Gemmrigheim;7,55
81185001028;Hessigheim;7,27
81185001047;Löchgau;7,99
81185001053;Mundelsheim;7,5
81185001074;Walheim;7,68
81185002071;Tamm;9,26
81185002077;Ingersheim;8,37
81185002079;Bietigheim-Bissingen, Stadt;8,95
81185003010;Bönnigheim, Stadt;7,72
81185003015;Erligheim;7,6
81185003040;Kirchheim am Neckar;7,81
81185004063;Pleidelsheim;8,57
81185004078;Freiberg am Neckar, Stadt;9,03
81185005001;Affalterbach;7,45
81185005006;Benningen am Neckar;8,9
81185005014;Erdmannhausen;8,04
81185005049;Marbach am Neckar, Stadt;8,62
81185006027;Hemmingen;8,47
81185006067;Schwieberdingen;9,05
81185007054;Murr;8,45
81185007070;Steinheim an der Murr, Stadt;7,82
81185008012;Eberdingen;7,73
81185008059;Oberriexingen, Stadt;7,59
81185008068;Sersheim;8,05
81185008073;Vaihingen an der Enz, Stadt;7,9
81190001001;Alfdorf;6,41
81190020020;Fellbach, Stadt;8,9
81190041041;Korb;8,47
81190044044;Murrhardt, Stadt;6,94
81190061061;Rudersberg;7,08
81190079079;Waiblingen, Stadt;8,68
81190089089;Berglen;7,27
81190090090;Remshalden;7,88
81190091091;Weinstadt, Stadt;8,51
81190093093;Kernen im Remstal;8,59
81195001003;Allmersbach im Tal;7,44
81195001004;Althütte;6,61
81195001006;Auenwald;7,1
81195001008;Backnang, Stadt;7,96
81195001018;Burgstetten;7,27
81195001038;Kirchberg an der Murr;7,38
81195001053;Oppenweiler;7,34
81195001083;Weissach im Tal;8,01
81195001087;Aspach (Landkreis Rems-Murr-Kreis);7,41
81195002055;Plüderhausen;7,55
81195002076;Urbach (Landkreis Rems-Murr-Kreis);8,11
81195003067;Schorndorf, Stadt;8,19
81195003086;Winterbach (Landkreis Rems-Murr-Kreis);7,9
81195004024;Großerlach;6,84
81195004069;Spiegelberg;6,23
81195004075;Sulzbach an der Murr;6,77
81195005037;Kaisersbach;6,24
81195005084;Welzheim, Stadt;7,01
81195006042;Leutenbach (Landkreis Rems-Murr-Kreis);8,18
81195006068;Schwaikheim;8,2
81195006085;Winnenden, Stadt;8,52
81210000000;Heilbronn, Universitätsstadt;8,49
81250007007;Bad Wimpfen, Stadt;8
81250039039;Gundelsheim, Stadt;7,1
81250058058;Leingarten, Stadt;8,05
81250068068;Neudenau, Stadt;6,83
81250107107;Wüstenrot;6,92
81255001005;Bad Friedrichshall, Stadt;8,17
81255001078;Oedheim;7,55
81255001079;Offenau;6,95
81255002006;Bad Rappenau, Stadt;8,01
81255002049;Kirchardt;6,81
81255002087;Siegelsbach;6,24
81255003013;Brackenheim, Stadt;7,3
81255003017;Cleebronn;7,17
81255004026;Eppingen, Stadt;6,71
81255004034;Gemmingen;6,85
81255004047;Ittlingen;6,08
81255005030;Flein;8,62
81255005094;Talheim (Landkreis Heilbronn);7,96
81255006056;Lauffen am Neckar, Stadt;7,79
81255006066;Neckarwestheim;7,71
81255006074;Nordheim;7,41
81255007048;Jagsthausen;5,96
81255007063;Möckmühl, Stadt;6,63
81255007084;Roigheim;5,84
81255007103;Widdern, Stadt;6,93
81255008027;Erlenbach;8,07
81255008065;Neckarsulm, Stadt;7,97
81255008096;Untereisesheim;7,75
81255009069;Neuenstadt am Kocher, Stadt;7,22
81255009111;Hardthausen am Kocher;6,84
81255009113;Langenbrettach;7,07
81255010038;Güglingen, Stadt;7,17
81255010081;Pfaffenhofen;6,06
81255010108;Zaberfeld;6,68
81255011059;Löwenstein, Stadt;6,62
81255011110;Obersulm;7,49
81255012001;Abstatt;8,55
81255012008;Beilstein, Stadt;8,04
81255012046;Ilsfeld;7,88
81255012098;Untergruppenbach;8,07
81255013061;Massenbachhausen;7,06
81255013086;Schwaigern, Stadt;7,19
81255014021;Eberstadt;7,54
81255014024;Ellhofen;8,29
