Gemeindeschlüsselnummer;Gemeindename;Personenanzahl
66340003003;Felsberg, Stadt;2,2
66340004004;Frielendorf, Marktflecken;2,2
66340006006;Gilserberg;2,2
66340007007;Gudensberg, Stadt;2,2
66340008008;Guxhagen;2,2
66340011011;Knüllwald;2,2
66340013013;Malsfeld;2,2
66340016016;Neuental;2,2
66340018018;Niedenstein, Stadt;2,2
66340021021;Schrecksbach;2,2
66340025025;Wabern;2,2
66340026026;Willingshausen;2,2
66350004004;Battenberg (Eder), Stadt;2,2
66350005005;Bromskirchen;2,2
66350008008;Diemelstadt, Stadt;2,2
66350010010;Frankenau, Nationalparkstadt;2,2
66350012012;Gemünden (Wohra), Stadt;2,2
66350013013;Haina (Kloster);2,2
66350014014;Hatzfeld (Eder), Stadt;2,2
66350020020;Volkmarsen, Stadt;2,2
66360005005;Herleshausen;2,2
66360008008;Meißner;2,2
66360011011;Sontra, Stadt;2,2
66360012012;Waldkappel, Stadt;2,2
66360014014;Wehretal;2,2
66360015015;Weißenborn (Landkreis Werra-Meißner-Kreis);2,2
71310090090;Grafschaft;2,2
71315001022;Fuchshofen;2,2
71315001026;Harscheid;2,2
71315001028;Herschbroich;2,2
71315001033;Hümmel;2,2
71315001034;Insul;2,2
71315001042;Kottenborn;2,2
71315001076;Sierscheid;2,2
71315001082;Wershofen;2,2
71315001083;Wiesemscheid;2,2
71315002029;Hönningen;2,2
71315002047;Lind (Landkreis Ahrweiler);2,2
71315003081;Waldorf;2,2
71315004016;Dedenbach;2,2
71315004054;Niederdürenbach;2,2
71315004055;Niederzissen;2,2
71315004060;Oberzissen;2,2
71315004202;Burgbrohl;2,2
71315004204;Galenberg;2,2
71315004205;Glees;2,2
71315004210;Wehr;2,2
71325003018;Daaden, Stadt;2,2
71325003026;Emmerzhausen;2,2
71325003036;Friedewald (Landkreis Altenkirchen (Westerwald));2,2
71325003075;Niederdreisbach;2,2
71325003101;Schutzbach;2,2
71325006007;Birkenbeul;2,2
71325006010;Bitzen;2,2
71325006034;Forst (Landkreis Altenkirchen (Westerwald));2,2
71325006077;Niederirsen;2,2
71325007012;Brachbach;2,2
71325008008;Birken-Honigsessen;2,2
71325008054;Hövels;2,2
71325008080;Katzwinkel (Sieg);2,2
71325008105;Selbach (Sieg);2,2
71325009039;Gebhardshain;2,2
71325010001;Almersbach;2,2
71325010004;Bachenberg;2,2
71325010009;Birnbach;2,2
71325010016;Burglahr;2,2
71325010023;Eichen;2,2
71325010031;Fiersbach;2,2
71325010033;Fluterschen;2,2
71325010041;Giershausen;2,2
71325010052;Hilgenroth;2,2
71325010062;Kircheib;2,2
71325010083;Oberlahr;2,2
71325010092;Racksen;2,2
71325010093;Reiferscheid;2,2
71325010094;Rettersen;2,2
71325010104;Seifen;2,2
71325010502;Neitersen;2,2
71335001030;Feilbingert;2,2
71335006002;Allenfeld;2,2
71335006027;Duchroth;2,2
71335006040;Hargesheim;2,2
71335006070;Niederhausen;2,2
71335006086;Roxheim;2,2
71335006107;Waldböckelheim;2,2
71335006109;Wallhausen (Landkreis Bad Kreuznach);2,2
71335006117;Rüdesheim;2,2
71335009043;Hennweiler;2,2
71335009063;Meckenbach;2,2
71335009073;Oberhausen bei Kirn;2,2
71335009202;Kellenbach;2,2
71335010005;Auen;2,2
71335010017;Breitenheim;2,2
71335010020;Callbach;2,2
71335010024;Desloch;2,2
71335010055;Langenthal;2,2
71335010058;Lettweiler;2,2
71335010066;Merxheim;2,2
71335010076;Odernheim am Glan;2,2
71335010083;Rehborn;2,2
71335010102;Staudernheim;2,2
71335010111;Weiler bei Monzingen;2,2
71335010116;Winterburg;2,2
71335011023;Daxweiler;2,2
71335011025;Dörrebach;2,2
71335011028;Eckenroth;2,2
71335011054;Langenlonsheim;2,2
71335011056;Laubenheim;2,2
71335011087;Rümmelsheim;2,2
71335011091;Schöneberg;2,2
71335011093;Schweppenhausen;2,2
71345001073;Rohrbach (Landkreis Birkenfeld);2,2
71345002016;Buhlenberg;2,2
71345002024;Ellweiler;2,2
71345002029;Gimbweiler;2,2
71345002034;Hattgenstein;2,2
71345002050;Leisel;2,2
71345002061;Nohen;2,2
71345002078;Schmißberg;2,2
71345002094;Wilzenberg-Hußweiler;2,2
71345005003;Allenbach;2,2
71345005012;Bollenbach;2,2
71345005030;Gösenroth;2,2
71345005035;Hausen;2,2
71345005040;Hettenrodt;2,2
71345005041;Hintertiefenbach;2,2
71345005047;Kirschweiler;2,2
71345005052;Mackenrodt;2,2
71345005081;Sensweiler;2,2
71345005083;Sienhachenbach;2,2
71345005088;Sulzbach;2,2
71345005089;Veitsrodt;2,2
71345005092;Weitersbach;2,2
71355001015;Briedern;2,2
71355001021;Dohr;2,2
71355001029;Faid;2,2
71355001090;Wirfus;2,2
71355002022;Dünfus;2,2
71355002026;Eppenberg;2,2
71355002031;Forst (Eifel);2,2
71355002044;Kail;2,2
71355002045;Kaisersesch, Stadt;2,2
71355002058;Masburg;2,2
71355002067;Müllenbach (Landkreis Cochem-Zell);2,2
71355002084;Urmersbach;2,2
71355002093;Zettingen;2,2
71355003002;Alflen;2,2
71355003048;Kliding;2,2
71355003078;Schmitt;2,2
71355003089;Weiler (Landkreis Cochem-Zell);2,2
71355005039;Haserich;2,2
71355005064;Moritzheim;2,2
71355005080;Sosberg;2,2
71375001081;Nickenich;2,2
71375001088;Plaidt;2,2
71375001096;Saffig;2,2
71375002023;Einig;2,2
71375002027;Gappenach;2,2
71375002029;Gering;2,2
71375002080;Naunheim;2,2
71375002086;Ochtendung;2,2
71375002112;Welling;2,2
71375002114;Wierschem;2,2
71375003014;Boos (Landkreis Mayen-Koblenz);2,2
71375003025;Ettringen (Landkreis Mayen-Koblenz);2,2
71375003036;Hirten;2,2
71375003049;Kirchwald;2,2
71375003092;Reudelsterz;2,2
71375003097;Sankt Johann (Landkreis Mayen-Koblenz);2,2
71375003105;Virneburg;2,2
71375003110;Weiler (Landkreis Mayen-Koblenz);2,2
71375004069;Mendig, Stadt;2,2
71375004101;Thür;2,2
71375004106;Volkesfeld;2,2
71375008216;Mülheim-Kärlich, Stadt;2,2
71375009219;Nörtershausen;2,2
71375009227;Waldesch;2,2
71375009231;Wolken;2,2
71385001003;Asbach (Landkreis Neuwied);2,2
71385001044;Neustadt (Wied);2,2
71385002063;Rheinbrohl;2,2
71385003023;Großmaischeid;2,2
71385004068;Sankt Katharinen (Landkreis Neuwied);2,2
71385004075;Vettelschoß;2,2
71385004501;Kasbach-Ohlenberg;2,2
71385005052;Oberdreis;2,2
71385005057;Puderbach;2,2
71385005070;Steimel;2,2
71385007073;Unkel, Stadt;2,2
71385009006;Breitscheid;2,2
71385009036;Kurtscheid;2,2
71385009042;Meinborn;2,2
71385009043;Melsbach;2,2
71385009065;Roßbach;2,2
71385009071;Straßenhaus;2,2
71405003001;Alterkülz;2,2
71405003009;Bell (Hunsrück);2,2
71405003010;Beltheim;2,2
71405003147;Spesenroth;2,2
71405003153;Uhler;2,2
71405003202;Dommershausen;2,2
71405003204;Mastershausen;2,2
71405003504;Zilshausen;2,2
71405004028;Dickenschied;2,2
71405004040;Gehlweiler;2,2
71405004041;Gemünden (Landkreis Rhein-Hunsrück-Kreis);2,2
71405004094;Metzenhausen;2,2
71405004109;Niederweiler (Landkreis Rhein-Hunsrück-Kreis);2,2
71405004111;Ober Kostenz;2,2
71405004145;Sohren;2,2
71405004159;Wahlenau;2,2
71405008003;Argenthal;2,2
71405008012;Bergenhausen;2,2
71405008015;Biebern;2,2
71405008027;Dichtelbach;2,2
71405008039;Fronhofen;2,2
71405008056;Holzbach;2,2
71405008070;Klosterkumbd;2,2
71405008079;Laubach (Landkreis Rhein-Hunsrück-Kreis);2,2
71405008085;Liebshausen;2,2
71405008092;Mengerschied;2,2
71405008121;Rayerschied;2,2
71405008127;Riesweiler;2,2
71405008150;Tiefenbach;2,2
71405009084;Leiningen;2,2
71405009087;Lingerhahn;2,2
71405009093;Mermuth;2,2
71405009098;Mühlpfad;2,2
71405009102;Ney;2,2
71405009104;Niederburg;2,2
71405009156;Utzenhain;2,2
71405009201;Beulich;2,2
71415003014;Birlenbach;2,2
71415003057;Hirschberg;2,2
71415003062;Horhausen;2,2
71415003124;Scheidt;2,2
71415007040;Eschbach (Landkreis Rhein-Lahn-Kreis);2,2
71415007047;Gemmerich;2,2
71415007055;Himmighofen;2,2
71415007080;Lipporn;2,2
71415007104;Obertiefenbach;2,2
71415007140;Winterwerb;2,2
71415009024;Dahlheim;2,2
71415009042;Filsen;2,2
71415009112;Prath;2,2
71415010008;Becheln;2,2
71415010044;Frücht;2,2
71415010071;Kemmenau;2,2
71415010098;Nievern;2,2
71415010127;Schweighausen;2,2
71415010129;Singhofen;2,2
71415010132;Sulzbach (Landkreis Rhein-Lahn-Kreis);2,2
71415010135;Weinähr;2,2
71415010201;Arzbach;2,2
71415011011;Berndroth;2,2
71415011013;Biebrich;2,2
71415011020;Burgschwalbach;2,2
71415011051;Hahnstätten;2,2
71415011054;Herold;2,2
71415011065;Kaltenholzhausen;2,2
71415011068;Katzenelnbogen, Stadt;2,2
71415011073;Klingelbach;2,2
71415011093;Netzbach;2,2
71415011096;Niedertiefenbach;2,2
71415011102;Oberneisen;2,2
71415011126;Schönborn (Landkreis Rhein-Lahn-Kreis);2,2
71435001216;Dreisbach;2,2
71435001248;Kirburg;2,2
71435001280;Norken;2,2
71435001297;Stockhausen-Illfurth;2,2
71435001300;Unnau;2,2
71435002202;Alpenrod;2,2
71435002205;Atzelgift;2,2
71435002225;Giesenhausen;2,2
71435002235;Hattert;2,2
71435002252;Kundert;2,2
71435002259;Lochum;2,2
71435002265;Mörsbach;2,2
71435002276;Nister;2,2
71435002310;Wied;2,2
71435003040;Kammerforst (Landkreis Westerwaldkreis);2,2
71435004013;Eitelborn;2,2
71435004033;Holler;2,2
71435004039;Kadenbach;2,2
71435004052;Neuhäusel;2,2
71435004053;Niederelbert;2,2
71435004077;Untershausen;2,2
71435004079;Welschneudorf;2,2
71435005006;Breitenau;2,2
71435005050;Nauort;2,2
71435006218;Elsoff (Westerwald);2,2
71435006245;Hüblingen;2,2
71435006246;Irmtraut;2,2
71435006271;Neunkirchen (Landkreis Westerwaldkreis);2,2
71435006282;Oberrod;2,2
71435006315;Zehnhausen bei Rennerod;2,2
71435007044;Marienrachdorf;2,2
71435007046;Maxsain;2,2
71435007056;Nordhofen;2,2
71435007066;Schenkelberg;2,2
71435007067;Selters (Westerwald), Stadt;2,2
71435007069;Sessenhausen;2,2
71435007075;Steinen (Landkreis Westerwaldkreis);2,2
71435007078;Vielbach;2,2
71435007085;Wölferlingen;2,2
71435007305;Weidenhahn;2,2
71435008037;Hundsangen;2,2
71435009219;Enspel;2,2
71435009247;Kaden;2,2
71435009284;Pottum;2,2
71435009312;Willmenrod;2,2
71435010028;Helferskirchen;2,2
71435010042;Leuterod;2,2
71435010081;Wirges, Stadt;2,2
72310502502;Morbach;2,2
72315001030;Erden;2,2
72315001056;Hochscheid;2,2
72315001070;Kleinich;2,2
72315001077;Longkamp;2,2
72315001081;Maring-Noviand;2,2
72315001087;Monzelfeld;2,2
72315001126;Veldenz;2,2
72315001133;Wintrich;2,2
72315006019;Dhronecken;2,2
72315006079;Malborn;2,2
72315006122;Talling;2,2
72315008007;Bergweiler;2,2
72315008031;Esch (Landkreis Bernkastel-Wittlich);2,2
72315008046;Großlittgen;2,2
72315008051;Heidweiler;2,2
72315008069;Klausen;2,2
72315008085;Minderlittgen;2,2
72315008095;Niederöfflingen;2,2
72315008100;Oberöfflingen;2,2
72315008103;Osann-Monzel;2,2
72315008104;Pantenburg;2,2
72315008113;Salmtal;2,2
72315008116;Schwarzenborn;2,2
72315008127;Wallscheid;2,2
72315008503;Landscheid;2,2
72315008504;Niersbach;2,2
72315009004;Bausendorf;2,2
72315009005;Bengel;2,2
72315009057;Hontheim;2,2
72315009067;Kinderbeuern;2,2
72315009068;Kinheim;2,2
72315009501;Irmenach;2,2
72325001201;Arzfeld;2,2
72325001253;Krautscheid;2,2
72325001263;Lützkampen;2,2
72325005008;Bauler (Landkreis Eifelkreis Bitburg-Prüm);2,2
72325005016;Biesdorf;2,2
72325005022;Burg;2,2
72325005040;Geichlingen;2,2
72325005042;Gentingen;2,2
72325005059;Hüttingen bei Lahr;2,2
72325005066;Keppeshausen;2,2
72325005069;Kruchten;2,2
72325005080;Mettendorf;2,2
72325005089;Niedergeckler;2,2
72325005093;Niederweis;2,2
72325005096;Obergeckler;2,2
72325005114;Schankweiler;2,2
72325006209;Büdesheim;2,2
72325006222;Feuerscheid;2,2
72325006223;Fleringen;2,2
72325006236;Heckhuscheid;2,2
72325006295;Pronsfeld;2,2
72325006307;Seiwerath;2,2
72325006320;Watzerath;2,2
72325006321;Wawern (Landkreis Eifelkreis Bitburg-Prüm);2,2
72325006329;Winterspelt;2,2
72325006332;Hersdorf;2,2
72325007010;Beilingen;2,2
72325007050;Herforst;2,2
72325007289;Orenhofen;2,2
72325008013;Bettingen;2,2
72325008014;Bickendorf;2,2
72325008015;Biersdorf am See;2,2
72325008027;Dudeldorf;2,2
72325008043;Gindorf;2,2
72325008058;Hüttingen an der Kyll;2,2
72325008062;Ingendorf;2,2
72325008076;Malbergweich;2,2
72325008083;Mülbach;2,2
72325008087;Neidenbach;2,2
72325008099;Oberweis;2,2
72325008105;Pickließem;2,2
72325008109;Rittersdorf;2,2
72325008118;Schleid;2,2
72325008119;Seffern;2,2
72325008126;Trimport;2,2
72325008137;Wolsfeld;2,2
72325008228;Gransdorf;2,2
72325008306;Seinsfeld;2,2
72325008502;Brimingen;2,2
72335001016;Demerath;2,2
72335001018;Dockweiler;2,2
72335001021;Ellscheid;2,2
72335001030;Hinterweiler;2,2
72335001034;Immerath;2,2
72335001039;Kirchweiler;2,2
72335001046;Mückeln;2,2
72335001055;Oberstadtfeld;2,2
72335001061;Sarmersbach;2,2
72335001064;Schönbach (Landkreis Vulkaneifel);2,2
72335001074;Udler;2,2
72335004048;Neichen;2,2
72335004201;Arbach;2,2
72335004212;Gelenberg;2,2
72335004222;Kolverath;2,2
72335006053;Oberbettingen;2,2
72335006054;Oberehe-Stroheich;2,2
72335006058;Rockeskyll;2,2
72335006060;Salm;2,2
72335006080;Walsdorf;2,2
72335006209;Densborn;2,2
72335006211;Duppach;2,2
72335006229;Nohn;2,2
72355001014;Damflos;2,2
72355001030;Geisfeld;2,2
72355001035;Grimburg;2,2
72355001047;Hinzert-Pölert;2,2
72355001114;Reinsfeld;2,2
72355003055;Kanzem;2,2
72355003096;Oberbillig;2,2
72355003143;Wasserliesch;2,2
72355004038;Gutweiler;2,2
72355004044;Herl;2,2
72355004090;Morscheid;2,2
72355004135;Thomm;2,2
72355004141;Waldrach;2,2
72355006004;Bekond;2,2
72355006022;Fell;2,2
72355006026;Föhren;2,2
72355006074;Leiwen;2,2
72355006091;Naurath (Eifel);2,2
72355006108;Pölich;2,2
72355006115;Riol;2,2
72355007001;Aach;2,2
72355007501;Welschbillig;2,2
72355008033;Greimerath;2,2
72355008123;Schömerich;2,2
72355008131;Taben-Rodt;2,2
72355008142;Waldweiler;2,2
73315001008;Bermersheim vor der Höhe;2,2
73315001014;Dintesheim;2,2
73315001020;Eppelsheim;2,2
73315001026;Framersheim;2,2
73315001042;Kettenheim;2,2
73315001043;Lonsheim;2,2
73315001053;Offenheim;2,2
73315003041;Hohen-Sülzen;2,2
73315003046;Mölsheim;2,2
73315003054;Offstein;2,2
73315005070;Wendelsheim;2,2
73315005075;Wonsheim;2,2
73315006029;Gabsheim;2,2
73315006056;Partenheim;2,2
73315006059;Schornsheim;2,2
73315006065;Vendersheim;2,2
73315006073;Wörrstadt, Stadt;2,2
73315007036;Gundersheim;2,2
73315007055;Osthofen, Stadt;2,2
73320025025;Haßloch;2,2
73325001035;Meckenheim;2,2
73325001039;Niederkirchen bei Deidesheim;2,2
73325002005;Bobenheim am Berg;2,2
73325002026;Herxheim am Berg;2,2
73325002028;Kallstadt;2,2
73325002049;Weisenheim am Berg;2,2
73325002050;Weisenheim am Sand;2,2
73325005016;Esthal;2,2
73325006013;Ellerstadt;2,2
73325007001;Altleiningen;2,2
73325007006;Bockenheim an der Weinstraße;2,2
73325007007;Carlsberg;2,2
73325007010;Dirmstein;2,2
73325007027;Hettenleidelheim;2,2
73325007030;Kirchheim an der Weinstraße;2,2
73325007038;Neuleiningen;2,2
73325007044;Tiefenthal (Landkreis Bad Dürkheim);2,2
73325007047;Wattenheim;2,2
73335002019;Eisenberg (Pfalz), Stadt;2,2
73335003001;Albisheim (Pfrimm);2,2
73335003026;Göllheim;2,2
73335003032;Immesheim;2,2
73335003074;Standenbühl;2,2
73335003501;Zellertal;2,2
73335004022;Gauersheim;2,2
73335004035;Jakobsweiler;2,2
73335004046;Mörsfeld;2,2
73335004047;Morschheim;2,2
73335004056;Oberwiesen;2,2
73335004057;Orbis;2,2
73335006020;Falkenstein;2,2
73335006048;Münchweiler an der Alsenz;2,2
73335006503;Winnweiler;2,2
73335007004;Bayerfeld-Steckweiler;2,2
73335007037;Katzenbach;2,2
73335007049;Münsterappel;2,2
73335007055;Oberndorf;2,2
73335007065;Ruppertsecken;2,2
73335007067;Schiersfeld;2,2
73335007203;Seelen;2,2
73340007007;Germersheim, Stadt;2,2
73340501501;Wörth am Rhein, Stadt;2,2
73345002002;Berg (Pfalz);2,2
73345002008;Hagenbach, Stadt;2,2
73345002021;Neuburg am Rhein;2,2
73345002027;Scheibenhardt;2,2
73345003009;Hatzenbühl;2,2
73345003012;Jockgrim;2,2
73345003024;Rheinzabern;2,2
73345006015;Kuhardt;2,2
73345006016;Leimersheim;2,2
73345006025;Rülzheim;2,2
73355001011;Gerhardsbrunn;2,2
73355002004;Enkenbach-Alsenborn;2,2
73355002007;Fischbach;2,2
73355002010;Frankenstein;2,2
73355002015;Hochspeyer;2,2
73355002026;Mehlingen;2,2
73355002028;Neuhemsbach;2,2
73355002205;Sembach;2,2
73355008016;Hütschenhausen;2,2
73355008030;Niedermohr;2,2
73355008044;Steinwenden;2,2
73355009005;Erzenhausen;2,2
73355009006;Eulenbis;2,2
73355009049;Weilerbach;2,2
73355010009;Frankelbach;2,2
73355010013;Heiligenmoschel;2,2
73355010025;Mehlbach;2,2
73355010029;Niederkirchen;2,2
73355010033;Olsbrücken;2,2
73355010034;Otterbach;2,2
73355010035;Otterberg, Stadt;2,2
73355010041;Schallodenbach;2,2
73355011021;Krickenbach;2,2
73355011037;Queidersbach;2,2
73355011204;Schopp;2,2
73365008001;Adenbach;2,2
73365008013;Cronenberg;2,2
73365008029;Ginsweiler;2,2
73365008030;Glanbrücken;2,2
73365008033;Grumbach;2,2
73365008036;Hefersweiler;2,2
73365008072;Oberweiler im Tal;2,2
73365008073;Oberweiler-Tiefenbach;2,2
73365008085;Reipoltskirchen;2,2
73365008087;Rothselberg;2,2
73365008090;Rutsweiler an der Lauter;2,2
73365008095;Sankt Julian;2,2
73365008104;Wiesweiler;2,2
73365009004;Altenkirchen;2,2
73365009011;Brücken (Pfalz);2,2
73365009017;Dunzweiler;2,2
73365009037;Henschtal;2,2
73365009054;Krottelbach;2,2
73365009092;Schönenberg-Kübelberg;2,2
73365009107;Matzenbach;2,2
73365009501;Quirnbach/ Pfalz;2,2
73365010018;Ehweiler;2,2
73365010021;Elzweiler;2,2
73365010024;Etschberg;2,2
73365010025;Föckelberg;2,2
73365010034;Haschbach am Remigiusberg;2,2
73365010039;Herchweiler;2,2
73365010051;Körborn;2,2
73365010052;Konken;2,2
73365010067;Niederalben;2,2
73365010077;Pfeffelbach;2,2
73365010084;Reichweiler;2,2
73365010088;Ruthweiler;2,2
73365010091;Schellweiler;2,2
73365010097;Thallichtenberg;2,2
73365010099;Ulmet;2,2
73375001001;Albersweiler;2,2
73375001017;Dernbach (Landkreis Südliche Weinstraße);2,2
73375001024;Eußerthal;2,2
73375001067;Rinnthal;2,2
73375001081;Waldrohrbach;2,2
73375002013;Böllenborn;2,2
73375002049;Klingenmünster;2,2
73375002071;Schweigen-Rechtenbach;2,2
73375002072;Schweighofen;2,2
73375002076;Steinfeld (Landkreis Südliche Weinstraße);2,2
73375002079;Vorderweidenthal;2,2
73375003025;Flemlingen;2,2
73375003066;Rhodt unter Rietburg;2,2
73375004038;Herxheim bei Landau/ Pfalz;2,2
73375004068;Rohrbach (Landkreis Südliche Weinstraße);2,2
73375005007;Billigheim-Ingenheim;2,2
73375005009;Birkweiler;2,2
73375005050;Knöringen;2,2
73375005073;Siebeldingen;2,2
73375007061;Offenbach an der Queich;2,2
73380004004;Bobenheim-Roxheim;2,2
73380005005;Böhl-Iggelheim;2,2
73380025025;Schifferstadt, Stadt;2,2
73385001006;Dannstadt-Schauernheim;2,2
73385001014;Hochdorf-Assenheim;2,2
73385004003;Birkenheide;2,2
73385004008;Fußgönheim;2,2
73385008026;Waldsee;2,2
73395002006;Bodenheim;2,2
73395003001;Appenheim;2,2
73395003008;Bubenheim (Landkreis Mainz-Bingen);2,2
73395003041;Nieder-Hilbersheim;2,2
73395006017;Essenheim;2,2
73395006042;Nieder-Olm, Stadt;2,2
73395006047;Ober-Olm;2,2
73395006057;Stadecken-Elsheim;2,2
73395006067;Zornheim;2,2
73395007010;Dalheim;2,2
73395007011;Dexheim;2,2
73395007025;Hahnheim;2,2
73395007037;Mommenheim;2,2
73395007043;Nierstein, Stadt;2,2
73395008029;Horrweiler;2,2
73395008056;Sprendlingen;2,2
73395008068;Zotzenheim;2,2
73405001009;Erfweiler;2,2
73405001033;Niederschlettenbach;2,2
73405001043;Schindhard;2,2
73405002030;Lug;2,2
73405002047;Schwanheim;2,2
73405002049;Spirkelbach;2,2
73405003019;Hilst;2,2
73405003026;Kröppen;2,2
73405003036;Obersimten;2,2
73405003053;Vinningen;2,2
73405004003;Clausen;2,2
73405004027;Leimen;2,2
73405006016;Hermersberg;2,2
73405006025;Horbach (Landkreis Südwestpfalz);2,2
73405008201;Althornbach;2,2
73405008202;Battweiler;2,2
73405008209;Großbundenbach;2,2
73405008210;Großsteinhausen;2,2
73405008212;Käshofen;2,2
73405008213;Kleinbundenbach;2,2
73405008214;Kleinsteinhausen;2,2
73405008226;Walshausen;2,2
73405009017;Herschberg;2,2
73405009018;Hettenhausen;2,2
73405009024;Höhfröschen;2,2
73405009217;Maßweiler;2,2
73405009220;Reifenberg;2,2
73405009222;Rieschweiler-Mühlbach;2,2
73405009224;Schmitshausen;2,2
73405009225;Wallhalben;2,2
81150028028;Leonberg, Stadt;2,2
81150029029;Magstadt;2,2
81150044044;Schönaich;2,2
81150045045;Sindelfingen, Stadt;2,2
81150050050;Weil der Stadt, Stadt;2,2
81155001054;Grafenau;2,2
81155006048;Waldenbuch, Stadt;2,2
81160015015;Denkendorf (Landkreis Esslingen);2,2
81160047047;Neuhausen auf den Fildern;2,2
81160080080;Ostfildern, Stadt;2,2
81160081081;Aichtal, Stadt;2,2
81165001033;Kirchheim unter Teck, Stadt;2,2
81165001048;Notzingen;2,2
81165003008;Bempflingen;2,2
81165003042;Neckartenzlingen;2,2
81165004046;Neuffen, Stadt;2,2
81165005022;Großbettlingen;2,2
81165005049;Nürtingen, Stadt;2,2
81165005050;Oberboihingen;2,2
81165005068;Unterensingen;2,2
81165005073;Wolfschlugen;2,2
81165006056;Plochingen, Stadt;2,2
81165007007;Baltmannsweiler;2,2
81165007027;Hochdorf (Landkreis Esslingen);2,2
81165008070;Weilheim an der Teck, Stadt;2,2
81165009035;Köngen;2,2
81175001006;Bad Ditzenbach;2,2
81175001014;Deggingen;2,2
81175002018;Ebersbach an der Fils, Stadt;2,2
81175003019;Eislingen/Fils, Stadt;2,2
81175003042;Salach;2,2
81175004007;Bad Überkingen;2,2
81175004024;Geislingen an der Steige, Stadt;2,2
81175005043;Schlat;2,2
81175006015;Donzdorf, Stadt;2,2
81175006025;Gingen an der Fils;2,2
81175006049;Süßen, Stadt;2,2
81175006061;Lauterstein, Stadt;2,2
81175007058;Wiesensteig, Stadt;2,2
81175008001;Adelberg;2,2
81175008009;Birenbach;2,2
81175009060;Zell unter Aichelberg;2,2
81175010003;Albershausen;2,2
81175011030;Heiningen (Landkreis Göppingen);2,2
81180003003;Asperg, Stadt;2,2
81180021021;Großbottwar, Stadt;2,2
81180060060;Oberstenfeld;2,2
81180076076;Sachsenheim, Stadt;2,2
