Gemeindeschlüsselnummer;Gemeindename;Durchschnittliche Wohnfläche je Wohnung (qm);Durchschnittliche Anzahl der Räume je Wohnung (qm)
96790204204;Waldbrunn (Landkreis Würzburg);121;5,2
96795649177;Remlingen, M;123,1;5,2
96795651165;Altertheim;116,5;5,2
97710145145;Merching;118;5,2
97715704122;Dasing;119,6;5,2
97725706185;Nordendorf;117,1;5,2
97735718182;Wertingen, St;115,9;5,2
97740144144;Jettingen-Scheppach, M;115,2;5,2
97745729148;Kötz;116;5,2
97755739126;Holzheim (Landkreis Neu-Ulm);117,4;5,2
97775755131;Görisried;123,5;5,2
97775756149;Lengenwang;123,3;5,2
97785767161;Kronburg;119,6;5,2
97785767164;Lautrach;122,5;5,2
97785768218;Wolfertschwenden;121,7;5,2
100450000000;Bexbach, Stadt;113,6;5,2
120715000000;Briesen;118,4;5,2
146266000000;Hohendubrau;106,5;5,2
150815000000;Apenburg-Winterfeld, Flecken;115,6;5,2
150845000000;An der Poststraße;107,2;5,2
150885000000;Barnstädt;113,3;5,2
160630000000;Barchfeld-Immelborn;104,8;5,2
160725000000;Goldisthal;96,6;5,2
10515163010;Brickeln;115,2;5,3
10515163037;Großenrade;122,1;5,3
10515169019;Dellstedt;126,5;5,3
10515169038;Groven;119,9;5,3
10515169065;Lehe (Kreis Dithmarschen);118;5,3
10515169080;Norderheistedt;129,2;5,3
10515169088;Pahlen;121,5;5,3
10515169136;Wrohm;123;5,3
10515172087;Ostrohe;125,7;5,3
10515175054;Immenstedt (Kreis Dithmarschen);130,7;5,3
10515175078;Nindorf (Kreis Dithmarschen);126,3;5,3
10515175083;Odderade;126,9;5,3
10515175138;Tensbüttel-Röst;126,1;5,3
10515178043;Hedwigenkoog;118,4;5,3
10515178045;Hellschen-Heringsand-Unterschaar;126,3;5,3
10515178093;Reinsbüttel;122;5,3
10515178140;Oesterwurth;127;5,3
10535308067;Klempau;127,7;5,3
10535323050;Hamwarde;121,1;5,3
10535323135;Worth;134,4;5,3
10535343019;Buchhorst;111,9;5,3
10535343022;Dalldorf;120,2;5,3
10535358088;Mechow;147;5,3
10535373059;Kankelau;125,4;5,3
10535391038;Grinau;134;5,3
10535391127;Walksfelde;138,2;5,3
10545417035;Garding, Kirchspiel;124,5;5,3
10545417104;Poppenbüll;125,7;5,3
10545453011;Behrendorf;127,9;5,3
10545453057;Immenstedt (Kreis Nordfriesland);121,1;5,3
10545489062;Karlum;132,2;5,3
10545489110;Rodenäs;123,3;5,3
10545492054;Hude;117,8;5,3
10545492099;Ostenfeld (Husum);124,9;5,3
10545492159;Wittbek;124,3;5,3
10545492162;Wobbenbüll;121,2;5,3
10545494024;Drelsdorf;124,3;5,3
10545494037;Goldebek;130;5,3
10545494059;Joldelund;125,6;5,3
10545494146;Vollstedt;122;5,3
10555546020;Harmsdorf (Kreis Ostholstein);114,4;5,3
10565616033;Seester;127,9;5,3
10575739067;Rathjensdorf;122,8;5,3
10575785005;Belau;125;5,3
10575785068;Rendswühren;130,1;5,3
10575785071;Schillsdorf;128,1;5,3
10585824165;Tüttendorf;128,2;5,3
10585853068;Haale;135;5,3
10585853071;Hamweddel;127,7;5,3
10585859018;Blumenthal;123,4;5,3
10585859105;Mielkendorf;123,2;5,3
10585864011;Bargstedt (Kreis Rendsburg-Eckernförde);130,8;5,3
10585864021;Bokel (Kreis Rendsburg-Eckernförde);120,5;5,3
10585864091;Krogaspe;126,2;5,3
10585889108;Mühbrook;140,6;5,3
10585890008;Ascheffel;123,3;5,3
10585895015;Beringstedt;126,5;5,3
10585895115;Nindorf;131,2;5,3
10585895125;Osterstedt;125,8;5,3
10585895134;Remmels;122,7;5,3
10595912162;Sollerup;125,3;5,3
10595915019;Dannewerk;123,9;5,3
10595915078;Selk;134,1;5,3
10595920068;Rabenkirchen-Faulück;123,2;5,3
10595940159;Sieverstedt;126,6;5,3
10595952123;Hörup;130,2;5,3
10595974055;Loit;128,6;5,3
10595974060;Mohrkirch;118,1;5,3
10595974070;Rügge;119,5;5,3
10595987049;Klappholz;120,9;5,3
10595987062;Neuberend;126,8;5,3
10595987098;Nübel;123,7;5,3
10595990155;Rabenholz;118,8;5,3
10595993023;Ellingstedt;123;5,3
10595993041;Hüsby;128,1;5,3
10595996058;Meggerdorf;125,6;5,3
10595996087;Tetenhusen;124,3;5,3
10595996088;Tielen;114,4;5,3
10605053008;Bebensee;133,3;5,3
10605053029;Groß Niendorf (Kreis Segeberg);122,8;5,3
10605086030;Groß Rönnau;127,4;5,3
10605086061;Neuengörs;124,5;5,3
10605086071;Schieren;128,4;5,3
10615104016;Breitenberg (Kreis Steinburg);129,3;5,3
10615134004;Altenmoor;128,9;5,3
10615134054;Krempdorf;116,2;5,3
10615138045;Huje;125,7;5,3
10615138100;Silzen;124,9;5,3
10615153022;Dägeling;123,8;5,3
10615168003;Agethorst;131,2;5,3
10615168081;Oldenborstel;129,6;5,3
10615168085;Pöschendorf;126,5;5,3
10615189028;Fitzbek;128,4;5,3
10615189071;Mühlenbarbek;121,2;5,3
10625218051;Nienwohld;134;5,3
10625244039;Klein Wesenberg;123,3;5,3
31515401030;Tappenbeck;131,5;5,3
31515402005;Brome, Flecken;124,6;5,3
31515403011;Hankensbüttel;121;5,3
31515405018;Müden (Aller);124,1;5,3
31515406023;Rötgesbüttel;127,7;5,3
31515406041;Didderse;132,6;5,3
31545403026;Wolsdorf;117;5,3
31550009009;Moringen, Stadt;114,9;5,3
31570001001;Edemissen;124,4;5,3
31570002002;Hohenhameln;123,3;5,3
31570009009;Ilsede;118,7;5,3
31585406012;Erkerode;130,9;5,3
31585407017;Hedeper;121,3;5,3
31585407040;Remlingen-Semmenstedt;118,7;5,3
31590013013;Friedland;118,9;5,3
31595403018;Hattorf am Harz;117,4;5,3
32510042042;Twistringen, Stadt;123,1;5,3
32515401025;Marl;124,8;5,3
32540022022;Holle;123,5;5,3
32540032032;Söhlde;121,8;5,3
32540042042;Freden (Leine);116,9;5,3
32555408017;Hehlen;114,4;5,3
32555409013;Eschershausen, Stadt;109,2;5,3
32565402005;Drakenburg, Flecken;122,1;5,3
32565402011;Haßbergen;121,2;5,3
32565407020;Linsburg;129,5;5,3
32565410032;Stolzenau;119,8;5,3
32575402007;Beckedorf;120,7;5,3
32575402015;Heuerßen;125,1;5,3
32575404027;Nordsehl;122,3;5,3
32575405034;Seggebruch;124,5;5,3
33515402007;Eicklingen;127,5;5,3
33515403002;Ahnsbeck;126,2;5,3
33515404001;Adelheidsdorf;129,3;5,3
33520059059;Beverstedt;124,1;5,3
33525404029;Lamstedt;120,9;5,3
33525407044;Osten;120,5;5,3
33525411038;Neuenkirchen;116;5,3
33525411041;Nordleda;122;5,3
33535406006;Dohren (Landkreis Harburg);131,8;5,3
33545406008;Gusborn;124,5;5,3
33545407024;Waddeweitz;121,2;5,3
33545407025;Woltersdorf (Landkreis Lüchow-Dannenberg);129,3;5,3
33555401034;Soderstorf;125,3;5,3
33555404035;Südergellersen;126,3;5,3
33555406036;Thomasburg;130,1;5,3
33555407015;Echem;121,9;5,3
33565401010;Vollersode;127,9;5,3
33570016016;Gnarrenburg;124,9;5,3
33570041041;Scheeßel;124,1;5,3
33575401006;Bothel;126,4;5,3
33575401031;Kirchwalsede;126,8;5,3
33575406001;Ahausen;126,5;5,3
33580017017;Neuenkirchen (Landkreis Soltau-Fallingbostel);124,3;5,3
33580023023;Wietzendorf;124,5;5,3
33585401011;Grethem;130,5;5,3
33595401006;Beckdorf;126,8;5,3
33595405007;Bliedersdorf;125,7;5,3
33595405034;Nottensdorf;131,7;5,3
33595407030;Krummendeich;117,9;5,3
33595409014;Düdenbüttel;129,2;5,3
33605407001;Altenmedingen;121,2;5,3
33605407003;Barum;118;5,3
33605407008;Emmendorf;124,6;5,3
33605408020;Soltendieck;122,4;5,3
33610003003;Dörverden;118,2;5,3
34510004004;Edewecht;124,2;5,3
34520023023;Südbrookmerland;116,7;5,3
34525401015;Leezdorf;118,8;5,3
34525401021;Osteel;117,7;5,3
34530001001;Barßel;121,1;5,3
34545404029;Lathen;123,7;5,3
34570017017;Ostrhauderfehn;122,4;5,3
34570018018;Rhauderfehn;121,1;5,3
34570024024;Bunde;120,9;5,3
34575402010;Hesel;120,8;5,3
34575403006;Detern, Flecken;119,2;5,3
34580007007;Großenkneten;121,3;5,3
34580013013;Wardenburg;123,2;5,3
34585401006;Groß Ippener;126,1;5,3
34590013013;Bohmte;120;5,3
34595402002;Ankum;122,3;5,3
34595403017;Fürstenau, Stadt;118,7;5,3
34610001001;Berne;119,9;5,3
34610005005;Jade;123,6;5,3
34625401015;Stedesdorf;117,6;5,3
34625402004;Eversmeer;118,2;5,3
53580016016;Hürtgenwald;126,2;5,3
53660020020;Hellenthal;119,2;5,3
53700024024;Selfkant;130;5,3
55540016016;Gescher, Glockenstadt;119,6;5,3
55540028028;Heiden;119,4;5,3
55540060060;Südlohn;122;5,3
55540064064;Velen, Stadt;118;5,3
55540068068;Vreden, Stadt;117,5;5,3
55660044044;Lienen;120,7;5,3
55660056056;Mettingen;117,3;5,3
55660060060;Neuenkirchen (Kreis Steinfurt);118,5;5,3
55660064064;Nordwalde;118,5;5,3
55660088088;Tecklenburg, Stadt;121,2;5,3
55660096096;Wettringen (Kreis Steinfurt);120,5;5,3
57620032032;Steinheim, Stadt;114,7;5,3
57700036036;Preußisch Oldendorf, Stadt;118,8;5,3
57740016016;Büren, Stadt;119,7;5,3
57740036036;Salzkotten, Stadt;120,8;5,3
59700004004;Bad Berleburg, Stadt;113,4;5,3
59700008008;Burbach (Kreis Siegen-Wittgenstein);112,5;5,3
59700012012;Erndtebrück;112,2;5,3
59700028028;Bad Laasphe, Stadt;112,1;5,3
59700044044;Wilnsdorf;117,3;5,3
59740048048;Welver;120,4;5,3
64320017017;Otzberg;122;5,3
64340003003;Glashütten (Landkreis Hochtaunuskreis);136;5,3
64370005005;Brombachtal;121,5;5,3
64400010010;Glauburg;120,2;5,3
64400015015;Münzenberg, Stadt;123;5,3
64400022022;Rockenberg;122,3;5,3
65310001001;Allendorf (Lumda), Stadt;119,4;5,3
65320011011;Haiger, Stadt;114;5,3
65320016016;Leun, Stadt;117,6;5,3
65320022022;Waldsolms;123,5;5,3
65330014014;Selters (Taunus);120,7;5,3
65340004004;Biedenkopf, Stadt;115,1;5,3
65340010010;Gladenbach, Stadt;118,3;5,3
65340013013;Lohra;118,4;5,3
65340020020;Weimar (Lahn);120,4;5,3
65350015015;Schlitz, Stadt;114,6;5,3
66310002002;Burghaun, Marktgemeinde;119,1;5,3
66310004004;Ebersburg;120,3;5,3
66310011011;Großenlüder;117,6;5,3
66310016016;Kalbach;118,8;5,3
66310023023;Tann (Rhön), Stadt;112,5;5,3
66320006006;Friedewald (Landkreis Hersfeld-Rotenburg);118,6;5,3
66330018018;Naumburg, Stadt;116,5;5,3
66330029029;Zierenberg, Stadt;117,9;5,3
66340003003;Felsberg, Stadt;118;5,3
66340024024;Spangenberg, Liebenbachstadt;117;5,3
66350009009;Edertal, Nationalparkgemeinde;115,9;5,3
66350020020;Volkmarsen, Stadt;116;5,3
66360013013;Wanfried, Stadt;109,8;5,3
71315001009;Bauler (Landkreis Ahrweiler);113,8;5,3
71315001022;Fuchshofen;118,3;5,3
71315001032;Honerath;126,9;5,3
71315001052;Müsch;130,2;5,3
71315001065;Pomster;119,3;5,3
71315001074;Schuld;118,3;5,3
71315002003;Altenahr;121;5,3
71315002011;Berg (Landkreis Ahrweiler);125,2;5,3
71315002017;Dernau;121,6;5,3
71315002036;Kalenborn (Landkreis Ahrweiler);129;5,3
71315002039;Kesseling;118;5,3
71315003081;Waldorf;120,4;5,3
71315004202;Burgbrohl;120,8;5,3
71325003018;Daaden, Stadt;111,7;5,3
71325006013;Breitscheidt;119,1;5,3
71325006028;Etzbach;119,7;5,3
71325006096;Roth (Landkreis Altenkirchen (Westerwald));117,3;5,3
71325007037;Friesenhagen;115;5,3
71325007076;Niederfischbach;110,7;5,3
71325009098;Scheuerfeld;113,7;5,3
71325010023;Eichen;119,5;5,3
71325010027;Ersfeld;137,3;5,3
71325010031;Fiersbach;134,1;5,3
71325010041;Giershausen;119,5;5,3
71325010067;Mammelzen;120,1;5,3
71325010085;Obersteinebach;130,6;5,3
71325010103;Seelbach (Westerwald);119,6;5,3
71325010114;Werkhausen;117,9;5,3
71335001037;Hackenheim;121,4;5,3
71335006107;Waldböckelheim;118;5,3
71335009096;Simmertal;117,8;5,3
71335009203;Königsau;140,1;5,3
71335010062;Martinstein;119,2;5,3
71345001027;Frauenberg;112,9;5,3
71345005046;Kempfeld;118,1;5,3
71355001017;Bruttig-Fankel;114,7;5,3
71355001060;Mesenich;118;5,3
71355001082;Treis-Karden;112;5,3
71355002052;Laubach (Landkreis Cochem-Zell);116,1;5,3
71355002502;Leienkaul;133,1;5,3
71355005064;Moritzheim;126,8;5,3
71375001057;Kruft;119,1;5,3
71375002048;Kerben;125,8;5,3
71375003007;Baar;123,3;5,3
71375003025;Ettringen (Landkreis Mayen-Koblenz);118,7;5,3
71375003074;Monreal;115;5,3
71375003092;Reudelsterz;123,2;5,3
71375004008;Bell;122,3;5,3
71375009204;Brey;119,7;5,3
71375009227;Waldesch;123;5,3
71385003023;Großmaischeid;125,5;5,3
71385005052;Oberdreis;119,2;5,3
71385007008;Bruchhausen;123,1;5,3
71385009005;Bonefeld;122,9;5,3
71385009047;Niederbreitbach;120,1;5,3
71405004159;Wahlenau;121,1;5,3
71405008113;Ohlweiler;121,3;5,3
71405009016;Birkheim;118,4;5,3
71405009112;Oberwesel, Stadt;114,7;5,3
71405009161;Wiebelsheim;121,8;5,3
71415003038;Eppenrod;125,3;5,3
71415007084;Marienfels;116,4;5,3
71415007085;Miehlen;112,3;5,3
71415007094;Niederbachheim;125,5;5,3
71415007104;Obertiefenbach;119,8;5,3
71415007137;Welterod;121,3;5,3
71415009042;Filsen;117,1;5,3
71415009072;Kestert;107,8;5,3
71415009108;Osterspai;115;5,3
71415009122;Sauerthal;107,9;5,3
71415010098;Nievern;113,5;5,3
71415011010;Berghausen;128,1;5,3
71415011043;Flacht;119,5;5,3
71415011054;Herold;123,5;5,3
71435001279;Nistertal;119,4;5,3
71435002215;Dreifelden;120,7;5,3
71435002223;Gehlert;124;5,3
71435002225;Giesenhausen;119,5;5,3
71435002236;Heimborn;116,9;5,3
71435002241;Höchstenbach;119,1;5,3
71435002276;Nister;117,7;5,3
71435004013;Eitelborn;122,4;5,3
71435004052;Neuhäusel;122,2;5,3
71435004071;Simmern;120,4;5,3
71435004077;Untershausen;123,4;5,3
71435005038;Hundsdorf;135,2;5,3
71435005050;Nauort;121,7;5,3
71435007022;Goddert;121,6;5,3
71435007045;Maroth;127,9;5,3
71435007056;Nordhofen;134,3;5,3
71435007061;Quirnbach;123;5,3
71435008304;Wallmerod;123,6;5,3
71435008501;Elbingen;114,1;5,3
71435009219;Enspel;120,2;5,3
72315001016;Burgen (Landkreis Bernkastel-Wittlich);123,8;5,3
72315001086;Minheim;121,8;5,3
72315006122;Talling;124,5;5,3
72315008013;Bruch;120,7;5,3
72315008053;Hetzerath;123,7;5,3
72315008069;Klausen;119;5,3
72315008107;Platten;120,4;5,3
72315009004;Bausendorf;118,9;5,3
72325005016;Biesdorf;120,6;5,3
72325005037;Ferschweiler;121;5,3
72325005108;Prümzurlay;122;5,3
72325005121;Sevenig bei Neuerburg;127,4;5,3
72325006206;Bleialf;113,8;5,3
72325008036;Feilsdorf;141,5;5,3
72325008203;Balesfeld;118,1;5,3
72335001064;Schönbach (Landkreis Vulkaneifel);123,1;5,3
72335004213;Gunderath;117,3;5,3
72335004233;Reimerath;111,6;5,3
72335006036;Kalenborn-Scheuern;118,3;5,3
72335006038;Kerpen (Eifel);116;5,3
72335006050;Neroth;115,4;5,3
72355003133;Temmels;123,9;5,3
72355006004;Bekond;124;5,3
72355006019;Ensch;115,2;5,3
72355006063;Klüsserath;117,1;5,3
72355006067;Köwerich;120,7;5,3
72355006074;Leiwen;125,8;5,3
72355006091;Naurath (Eifel);119;5,3
72355006115;Riol;129,1;5,3
72355007073;Langsur;122,8;5,3
72355008058;Kell am See;117;5,3
73315001007;Bechtolsheim;126,4;5,3
73315001012;Bornheim (Landkreis Alzey-Worms);125,7;5,3
73315001021;Erbes-Büdesheim;124,6;5,3
73315001024;Flomborn;124,1;5,3
73315001026;Framersheim;123,6;5,3
73315001032;Gau-Odernheim;122,4;5,3
73315001043;Lonsheim;127,2;5,3
73315002034;Gimbsheim;121,5;5,3
73315002045;Mettenheim (Landkreis Alzey-Worms);126,4;5,3
73315003041;Hohen-Sülzen;129;5,3
73315003054;Offstein;122,1;5,3
73315006033;Gau-Weinheim;128,8;5,3
73315006061;Spiesheim;124,8;5,3
73315007039;Hangen-Weisheim;124;5,3
73325002008;Dackenheim;134,5;5,3
73325002026;Herxheim am Berg;126,6;5,3
73325005014;Elmstein;115,8;5,3
73325006020;Friedelsheim;129,8;5,3
73325007010;Dirmstein;123,8;5,3
73325007012;Ebertsheim;122,4;5,3
73325007038;Neuleiningen;125,8;5,3
73335003001;Albisheim (Pfrimm);120,7;5,3
73335003501;Zellertal;123,8;5,3
73335004010;Bolanden;122,8;5,3
73335004056;Oberwiesen;116;5,3
73335004057;Orbis;125,5;5,3
73335004076;Stetten (Landkreis Donnersbergkreis);128,6;5,3
73335007065;Ruppertsecken;131,8;5,3
73345001023;Ottersheim bei Landau;124,6;5,3
73345003022;Neupotz;125,5;5,3
73345004034;Winden (Landkreis Germersheim);124,7;5,3
73345005018;Lustadt;124,6;5,3
73345005032;Weingarten (Pfalz);127,9;5,3
73345005033;Westheim (Pfalz);124,3;5,3
73345006011;Hördt;127;5,3
73345006015;Kuhardt;127;5,3
73355002028;Neuhemsbach;126,1;5,3
73355002205;Sembach;129,6;5,3
73355008038;Ramstein-Miesenbach, Stadt;126,2;5,3
73355010014;Hirschhorn/ Pfalz;124,9;5,3
73355010034;Otterbach;124,4;5,3
73355010035;Otterberg, Stadt;122,9;5,3
73365008038;Heinzenhausen;110,8;5,3
73365008040;Herren-Sulzbach;111,9;5,3
73365008072;Oberweiler im Tal;125,2;5,3
73365009010;Breitenbach;115,8;5,3
73365009092;Schönenberg-Kübelberg;121,2;5,3
73365010106;Bedesbach;122,7;5,3
73375001024;Eußerthal;119,8;5,3
73375002029;Gleiszellen-Gleishorbach;127,9;5,3
73375002060;Oberschlettenbach;124,2;5,3
73375002076;Steinfeld (Landkreis Südliche Weinstraße);121,6;5,3
73375002079;Vorderweidenthal;119,6;5,3
73375003021;Edesheim;120,2;5,3
73375003027;Freimersheim (Pfalz);132,2;5,3
73375003077;Venningen;123,7;5,3
73375005043;Impflingen;124,3;5,3
73375005065;Ranschbach;124,3;5,3
73375005073;Siebeldingen;121,8;5,3
73375007014;Bornheim (Landkreis Südliche Weinstraße);128,9;5,3
73375007023;Essingen (Landkreis Südliche Weinstraße);123,2;5,3
73385001022;Rödersheim-Gronau;122,2;5,3
73385007011;Harthausen;127,3;5,3
73395001007;Breitscheid (Landkreis Mainz-Bingen);115,8;5,3
73395002020;Gau-Bischofsheim;128;5,3
73395007028;Hillesheim;127,4;5,3
73395007033;Köngernheim;124,4;5,3
73395007053;Selzen;126;5,3
73395008002;Aspisheim;120,8;5,3
73395008029;Horrweiler;124,3;5,3
73405001010;Erlenbach bei Dahn;128,3;5,3
73405001011;Fischbach bei Dahn;117,3;5,3
73405003008;Eppenbrunn;115,9;5,3
73405004032;Münchweiler an der Rodalb;119,9;5,3
73405008203;Bechhofen;121,1;5,3
73405008206;Contwig;117,1;5,3
73405008214;Kleinsteinhausen;118,7;5,3
81255007048;Jagsthausen;119,9;5,3
81260072072;Schöntal;119,8;5,3
81270075075;Schrozberg, Stadt;114,4;5,3
81275008071;Rot am See;120,2;5,3
81285001006;Assamstadt;123,7;5,3
81285003047;Grünsfeld, Stadt;124,4;5,3
81285004045;Großrinderfeld;122,2;5,3
81355001021;Hermaringen;115,3;5,3
81365002087;Riesbürg;119,4;5,3
81365003018;Ellenberg (Landkreis Ostalbkreis);121;5,3
81365003035;Jagstzell;119,5;5,3
81365003046;Neuler;121,7;5,3
81365003060;Rosenberg (Landkreis Ostalbkreis);119,2;5,3
81365005020;Eschach;121,3;5,3
81365008061;Ruppertshofen (Landkreis Ostalbkreis);122,6;5,3
82155005040;Kürnbach;119,5;5,3
82255001039;Höpfingen;120,7;5,3
82255004024;Fahrenbach;122,5;5,3
82255008115;Schefflenz;119,1;5,3
82265002086;Spechbach;123,2;5,3
82265009106;Helmstadt-Bargen;122,3;5,3
83255002070;Fluorn-Winzeln;119,1;5,3
83255003064;Wellendingen;124,5;5,3
83275001016;Fridingen an der Donau, Stadt;119,3;5,3
83275004033;Mahlstetten;120,3;5,3
83365006094;Wembach;121,2;5,3
83375001127;Wutach;129,2;5,3
84155001090;Hohenstein (Landkreis Reutlingen);120,7;5,3
84170013013;Burladingen, Stadt;118,8;5,3
84170025025;Haigerloch, Stadt;122,1;5,3
84175002022;Geislingen, Stadt;118,8;5,3
84175004036;Jungingen;122,7;5,3
84175005044;Meßstetten, Stadt;115,5;5,3
84175007075;Winterlingen;118,9;5,3
84255001002;Allmendingen;118,6;5,3
84255002017;Berghülen;120,9;5,3
84255003140;Balzheim;119,1;5,3
84255006064;Hüttisheim;126,1;5,3
84255007139;Heroldstatt;126,6;5,3
84255008097;Rammingen (Landkreis Alb-Donau-Kreis);120,5;5,3
84255008130;Weidenstetten;120,6;5,3
84255010104;Rottenacker;116,4;5,3
84255010125;Unterwachingen;127;5,3
84260134134;Schemmerhofen;123,1;5,3
84265003058;Hochdorf (Landkreis Biberach);124,3;5,3
84265004065;Kirchberg an der Iller;121,5;5,3
84265005073;Mietingen;122,3;5,3
84265007045;Ertingen;119,9;5,3
84365001019;Boms;125,8;5,3
84365001027;Eichstegen;123,6;5,3
91715103123;Marktl, M;122;5,3
91740137137;Pfaffenhofen a.d.Glonn;128,4;5,3
91755114113;Baiern;135,7;5,3
91770120120;Fraunberg;129,8;5,3
91770123123;Isen, M;126,2;5,3
91775120114;Buch a.Buchrain;131,3;5,3
91785127150;Paunzhausen;129,6;5,3
91785129142;Mauern;126,1;5,3
91790138138;Moorenweis;124,2;5,3
91795131140;Oberschweinbach;129,4;5,3
91815139127;Igling;128,3;5,3
91815139131;Obermeitingen;125,4;5,3
91815144118;Eresing;130,2;5,3
91820123123;Irschenberg;126,8;5,3
91830114114;Buchbach, M;126,1;5,3
91835146118;Gars a.Inn, M;126,9;5,3
91850139139;Karlshuld;125,3;5,3
91860132132;Jetzendorf;126,1;5,3
91860149149;Rohrbach (Landkreis Pfaffenhofen a.d.Ilm);125,4;5,3
91860152152;Schweitenkirchen;128,2;5,3
91865156116;Ernsgaden;126,1;5,3
91870126126;Eiselfing;128,7;5,3
91870176176;Soyen;132,6;5,3
91875165164;Ramerberg;131,4;5,3
91875184159;Pfaffing;130,1;5,3
91890149149;Tacherting;123,1;5,3
91895173150;Taching a.See;129,5;5,3
91905174129;Hohenfurch;124,2;5,3
91905177120;Eberfing;126,2;5,3
92720140140;Ringelai;127,3;5,3
92740146146;Kumhausen;125,3;5,3
92745221132;Furth;127;5,3
92745227183;Velden, M;123,7;5,3
92750121121;Fürstenstein;121,4;5,3
92750122122;Fürstenzell, M;127;5,3
92750126126;Hauzenberg, St;122,3;5,3
92750150150;Thyrnau;128;5,3
92760122122;Geiersthal;122,8;5,3
92760128128;Kollnburg;127,7;5,3
92760129129;Langdorf;121,7;5,3
92770128128;Kirchdorf a.Inn;128,1;5,3
92780190190;Steinach (Landkreis Straubing-Bogen);127,1;5,3
92785246147;Loitzendorf;126,2;5,3
92785249139;Hunderdorf;121,6;5,3
92785252187;Schwarzach, M;126,4;5,3
93710118118;Ebermannsdorf;122,4;5,3
93710127127;Hirschau, St;115,1;5,3
93710144144;Poppenricht;117,9;5,3
93710150150;Schnaittenbach, St;118,6;5,3
93710156156;Vilseck, St;117,2;5,3
93720112112;Arnschwang;124,6;5,3
93720113113;Arrach;115,6;5,3
93720124124;Eschlkam, M;121,5;5,3
93720154154;Rötz, St;119,9;5,3
93720175175;Willmering;123,2;5,3
93725312174;Weiding (Landkreis Cham);121,8;5,3
93730156156;Pyrbaum, M;126,7;5,3
93740122122;Flossenbürg;112,6;5,3
93740133133;Luhe-Wildenau, M;119,9;5,3
93740134134;Mantel, M;117,2;5,3
93745324149;Pressath, St;113,5;5,3
93745329127;Irchenrieth;124,8;5,3
93745331123;Georgenberg;116,3;5,3
93750170170;Mintraching;126,5;5,3
93750181181;Pettendorf;128,1;5,3
93750199199;Sinzing;122,2;5,3
93750205205;Thalmassing;123,5;5,3
93755332156;Kallmünz, M;124,4;5,3
93755337113;Alteglofsheim;123,5;5,3
93765344160;Schönsee, St;118,4;5,3
93765344167;Stadlern;118,8;5,3
93770118118;Friedenfels;114,1;5,3
93775347145;Pechbrunn;110,6;5,3
93775349143;Neusorg;118,3;5,3
93775350132;Krummennaab;111,8;5,3
94710123123;Buttenheim, M;119,1;5,3
94710174174;Rattelsdorf, M;117,2;5,3
94710208208;Walsdorf;120,4;5,3
94715407128;Ebrach, M;120;5,3
94720139139;Gefrees, St;112,5;5,3
94720179179;Pottenstein, St;117,4;5,3
94725412154;Hollfeld, St;117,7;5,3
94725413141;Glashütten (Landkreis Bayreuth);119,4;5,3
